copies,size_bytes,ext,sha256,paths
3,37142,docx,9f2b86d927848f65082a0b12a22b7dae90090def37266e3200ffa753655b089b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/STORY_BIBLE_VALIDATION_RULES__1.docx
3,37120,docx,8486efaad8cb0bce2483664aff0e73aa724b9dd5b736ec393be36fb93cbf453c,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_go_no_go_rules.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_go_no_go_rules.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_go_no_go_rules.docx
3,37097,docx,d411bcf968613c4ef29a0b5071e7765294a1a5578b0b3a1485a77da99742a1ef,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_verdicts_and_authority.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_verdicts_and_authority.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_verdicts_and_authority.docx
3,37087,docx,f7506f3875b3d839b375bfe5e3012f09eec13dd83eb17609b65202f6f963144f,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RELIABILITY_LAYER/EVALUATION_GATE_LAYER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RELIABILITY_LAYER/EVALUATION_GATE_LAYER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RELIABILITY_LAYER/EVALUATION_GATE_LAYER.docx
3,37003,docx,e7dd85beb39a1249059026b3a0d0073ea5bf41739c7f7dad4f514d9366a7b7a5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_engine_contracts.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_engine_contracts.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_engine_contracts.docx
3,36956,docx,13beea99c648c98dc6353425c2a7c70cdb7071f0218c80f014e1cf9982753f8a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_failure_injection_map.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_failure_injection_map.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_failure_injection_map.docx
3,36949,docx,a9bcbd03b2cf5c3e2a428faa647a9c4c83e6ad66799d5fe6f0ae870445585c30,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/HARD_ENFORCEMENT_LAYER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/HARD_ENFORCEMENT_LAYER.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/HARD_ENFORCEMENT_LAYER.docx
3,36935,docx,1c40558240bf8697f587ea4224bb8637b7b570f90a6bcb134ae56b6009840412,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_11_STRUCTURAL_ENFORCEMENT__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_11_STRUCTURAL_ENFORCEMENT__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_11_STRUCTURAL_ENFORCEMENT__1.docx
3,36932,docx,b83449cdd17e5ccf7431197a5d7a073c0b33cac0d3428acf10855a5344ecb1d5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_17_THEME_INTEGRITY__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_17_THEME_INTEGRITY__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_17_THEME_INTEGRITY__1.docx
3,36923,docx,a3ff8bc8aff9f757a4db0beb4de472c392ef239b75febd8fcd4f425c8f225ddb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_shadow_mode_run_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_shadow_mode_run_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_shadow_mode_run_records.docx
3,36919,docx,5ebe1b8458c7418af7e666a324d2947c5bae1e19faa0658c8d05c88577f74e97,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_checkpoint_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_checkpoint_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_runtime_checkpoint_records.docx
3,36918,docx,4b738dd92c90210f5cd6256a6eb0f955d043c152f708297ce4c5f5474ab59981,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_engine_equivalence_matrix.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_engine_equivalence_matrix.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_engine_equivalence_matrix.docx
3,36915,docx,fb50727a8bf6e3465c3de9ad41135fc2caec0eaf08979564a298ea00e0c6fbb4,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_observability_summary_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_observability_summary_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_observability_summary_records.docx
3,36914,docx,f834c0f9ea918093c7b70e36a911cf527577fceb6a823386417c89e6e9c9c487,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_approval_decision_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_approval_decision_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_approval_decision_records.docx
3,36912,docx,505fe3c315c07e4b5951095ff2a648625d098b8389625654727a631a1f43186b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_approval_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_approval_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_approval_trace_records.docx
3,36911,docx,ca7eeaef92635d91414931ad4258ef8291ec359a15b6c00024405ee00e275337,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_runtime_trace_records.docx
3,36908,docx,a614efb523447d36f158e9da3181c22a9f85d5c02bb811df21618fe70c467b81,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_activation_readiness_matrix.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_activation_readiness_matrix.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_activation_readiness_matrix.docx
3,36906,docx,c6999efa84fbe0eb4429a4613149ecc05a8b807df3da9b5380ff6efd313e8047,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_promotion_control_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_promotion_control_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_promotion_control_records.docx
3,36906,docx,434fc305ffcbf31fa7759884095e80e203c9ad5b77f4aa36208d3e2f52f81a5e,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_state_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_state_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_failure_state_records.docx
3,36905,docx,013635f3a9ac2ac5a9df6c2f9c38b9826b1fa39e208ce989ea46e709a370c31a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_baseline_state_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_baseline_state_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_baseline_state_records.docx
3,36904,docx,1ea2b070ef4db288965389bdac509880f8e938bc3fc6bdb1541a7f808aa6c0cc,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_observation_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_observation_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_failure_observation_records.docx
3,36900,docx,e22ace4706fb90ad95813222660dabc203cdb5fe66c95f1eb9f478817828539e,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_15_SCENE_PURPOSE__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_15_SCENE_PURPOSE__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_15_SCENE_PURPOSE__1.docx
3,36899,docx,cdb4111eef8c37a107363feffb8769c1e4091a53bd9c92f1d57609cc0e481d8e,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_override_control_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_override_control_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_override_control_records.docx
3,36896,docx,018134d2f612749fdaeba4f32d3905f873eca7de2a36b7aecc27f66e83306cd6,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_handoff_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_handoff_trace_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_handoff_trace_records.docx
3,36893,docx,89b1ba40be79abcdcc9a757f9972aa7697d5045c23a88d388491ea0240d21a2b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_replay_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_replay_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_runtime_replay_records.docx
3,36892,docx,a5ce61b294f7de395737b14005ddec5555dbdf58652810089b778b32ac7ee931,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_trace_event_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_trace_event_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_trace_event_records.docx
3,36891,docx,706416a8e371d09c880742419f60a93c8c35162514805fb9200aec0461c99b85,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_rollback_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_rollback_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_rollback_records.docx
3,36878,docx,c65c534a3413a51e942bc68739b349f8742136b4b6fd9df5702f7a75e3fc3f32,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_13_PRESSURE_CURVE__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_13_PRESSURE_CURVE__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_13_PRESSURE_CURVE__1.docx
3,36872,docx,0611240b32394016e7604d381e6be7752b33a565b8e20609fb05c6ffda6cbdff,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_equivalence_test_map.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_equivalence_test_map.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_equivalence_test_map.docx
3,36870,docx,2ed290adcab6f41e5ef19d0cac731568e979a781f2369d690b02a77bd1aa19c6,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_16_STORY_MOMENTUM__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/ENGINE/ENGINE_16_STORY_MOMENTUM__1.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/ENGINE/ENGINE_16_STORY_MOMENTUM__1.docx
3,36846,docx,7f026696a56f5e78d9864e0fa5d518c1613385814caef88077ad285a7d8e93f0,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_overlay_activation_gate.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_overlay_activation_gate.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_overlay_activation_gate.docx
3,36844,docx,52d9243f6d6c9e437b19d0fc675407187c69356f51957a0344cdcd5e50501b56,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_phase7_activation_status.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_phase7_activation_status.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_phase7_activation_status.docx
3,36841,docx,0d30c076932b8cc44a90f4b796f0de7c56660af3fd54908d87d287b81d852810,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_law_preservation_checklist.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_law_preservation_checklist.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_law_preservation_checklist.docx
3,36837,docx,fdc5b72872347a1d84c226b3673b8f377bfb9b778dba362221e822f75e85388e,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_phase6_parity_status.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_phase6_parity_status.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/runtime_phase6_parity_status.docx
3,36827,docx,d147f820de24d61bf5e6b6ea1c49da6f54995a501d4da239c39ea2038fb690da,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/PRESSURE_DENSITY_LOCK.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/PRESSURE_DENSITY_LOCK.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/PRESSURE_DENSITY_LOCK.docx
3,36820,docx,e9f1e4c876d03da239fa59b0707b8563a06c44b5ebc2948fc68be871cf86804b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/ENFORCEMENT_INTEGRATION_RULES.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/ENFORCEMENT_INTEGRATION_RULES.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/ENFORCEMENT_INTEGRATION_RULES.docx
3,36768,docx,7e35c9ac76b39ad95d09b9704dd4daaa72765dda98b646051198eb2cc6690cbb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/POV_INTERPRETATION_LOCK.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/POV_INTERPRETATION_LOCK.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/POV_INTERPRETATION_LOCK.docx
3,36766,docx,94fdc10dcd90336d6412ac59bacde021ee9afd33f1814a8588fd85ecc5967ec5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/MIDPOINT_PIVOT_RULE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/STORY_SYSTEM/MIDPOINT_PIVOT_RULE.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/STORY_SYSTEM/MIDPOINT_PIVOT_RULE.docx
3,36764,docx,1f0ee3803ccb187d20667aa5911283fb18f0f9aff7e58430d3ca18750e47fa2b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_live_validation_run_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_live_validation_run_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_live_validation_run_records.docx
3,36749,docx,b48b53a39884798ff54a502fa921e4b45ef09743d9cee84075d8320468531506,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_live_test_scenario_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_live_test_scenario_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_live_test_scenario_records.docx
3,36748,docx,7d9ee94c88736a80f83600360acd08f84873c142e511cbd20bf8cc6b85966c29,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_injection_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_failure_injection_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_failure_injection_records.docx
3,36746,docx,babf45c62f9156117ac31711eb5f1e9b9576a7970c6f805b14ff939d1521e346,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_go_no_go_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_go_no_go_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_go_no_go_records.docx
3,36742,docx,5d3c012722306b6a02061021aa0f7e97c4ca312d0a1c08452c291213752dbf65,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_equivalence_test_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_equivalence_test_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_equivalence_test_records.docx
3,36741,docx,55b4fa97c1d77b06142bff9c7198c595c57585b221055ce9aa34974428b33fb7,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_activation_readiness_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_activation_readiness_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_activation_readiness_records.docx
3,36737,docx,03c83b1a1cab3d75a5374a47b297dea91714e97f1f28fed55df74972814e34aa,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_overlay_activation_gate_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_overlay_activation_gate_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_overlay_activation_gate_records.docx
3,36730,docx,c4d80add569dd0fb585256a88618612182aa34c0eb0a974c7e36b622676f0b62,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_parity_verification_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_parity_verification_records.docx | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/WRITING_SYSTEM/RUNTIME/schema_parity_verification_records.docx
